CustomerID,Age,Annual_Income,Income_Score,Membership_Years,Category,City,Rating,Days_Since_Last_Purchase,Purchase_Amount,Customer_LTV
1301,36.0,60138.72,62.15,1.0,,Lahore,3.9,242.0,1865.53,5806.5
1302,60.0,62724.76,59.39,10.0,,Faisalabad,2.3,59.0,2116.45,6563.51
1303,18.0,64384.39,63.48,0.0,Electronics,Lahore,2.2,391.0,1275.05,4002.52
1304,64.0,69962.32,72.06,5.0,Apparel,Karachi,4.1,183.0,1137.59,4299.49
1305,46.0,85848.29,88.99,14.0,Home,Karachi,3.0,385.0,2891.33,9504.25
1306,25.0,40555.69,39.01,2.0,,Islamabad,4.0,395.0,744.74,2853.81
1307,33.0,39216.62,37.44,5.0,Groceries,Lahore,4.4,20.0,542.25,2614.82
1308,46.0,40946.88,42.08,3.0,Home,Faisalabad,2.6,202.0,234.09,1386.62
1309,34.0,71356.17,70.11,10.0,Electronics,Karachi,2.4,168.0,1568.74,6080.55
1310,23.0,92388.84,91.85,6.0,Groceries,Karachi,5.0,199.0,1505.92,5516.68
1311,52.0,,57.26,8.0,Apparel,Karachi,4.0,123.0,1181.08,4413.65
1312,52.0,15000.0,13.91,14.0,Groceries,Lahore,3.3,223.0,1157.76,5256.27
1313,24.0,27512.16,23.58,7.0,Groceries,Karachi,,196.0,680.08,2510.19
1314,32.0,,44.07,11.0,Groceries,Lahore,3.2,74.0,1515.74,8031.53
1315,30.0,52729.96,52.75,1.0,Electronics,Lahore,2.6,115.0,805.27,1563.01
1316,52.0,56015.45,52.29,3.0,Groceries,Karachi,4.5,58.0,1266.38,3708.32
1317,55.0,65848.78,65.25,14.0,Apparel,Karachi,,337.0,2645.34,8967.24
1318,55.0,58141.58,55.36,12.0,Apparel,Lahore,4.7,270.0,1503.44,7772.41
1319,66.0,88085.47,91.37,9.0,Electronics,Lahore,3.3,155.0,2275.48,6863.45
1320,57.0,,54.46,5.0,Home,Lahore,2.8,158.0,576.34,3032.86
1321,34.0,46029.0,43.91,2.0,Electronics,Lahore,3.3,31.0,1608.62,4980.56
1322,23.0,75535.26,76.05,12.0,Home,Karachi,1.3,115.0,1799.82,7321.78
1323,49.0,31215.87,29.3,11.0,Groceries,Lahore,3.6,369.0,1484.53,6662.56
1324,65.0,73573.22,72.95,3.0,Home,Islamabad,,12.0,1542.19,6013.87
1325,68.0,67256.17,70.86,8.0,Electronics,Lahore,4.4,58.0,1909.76,6286.2
1326,29.0,,60.82,9.0,Electronics,Lahore,2.0,338.0,1863.53,6781.6
1327,30.0,99942.07,99.37,7.0,Groceries,Islamabad,4.7,208.0,2097.87,5802.81
1328,19.0,51311.44,49.43,13.0,,Lahore,4.4,12.0,1982.99,7499.86
1329,25.0,110326.56,112.62,1.0,,Karachi,4.8,195.0,1942.94,5475.42
1330,46.0,,53.51,3.0,Apparel,Faisalabad,3.7,299.0,1631.98,4981.25
1331,46.0,36905.64,36.02,1.0,,Faisalabad,4.6,138.0,622.03,725.83
1332,37.0,66538.23,66.45,10.0,Electronics,Islamabad,2.4,152.0,1870.59,7165.76
1333,34.0,,40.0,9.0,Home,Lahore,4.3,252.0,1001.65,2910.1
1334,61.0,48461.37,50.19,14.0,Home,Karachi,3.0,239.0,1549.22,6576.29
1335,41.0,73734.73,76.14,8.0,Home,Faisalabad,2.2,361.0,1364.82,4368.19
1336,60.0,,74.4,2.0,Apparel,Faisalabad,,99.0,1723.48,4701.22
1337,68.0,51312.31,55.5,6.0,Apparel,Lahore,3.7,110.0,1283.92,5546.71
1338,34.0,86722.91,83.88,1.0,Groceries,Lahore,3.0,62.0,1558.4,5383.56
1339,28.0,90465.17,93.04,10.0,Apparel,Lahore,4.0,265.0,2187.29,8792.24
1340,67.0,,96.9,10.0,,Lahore,2.1,213.0,2385.57,9677.69
1341,51.0,76647.09,75.64,12.0,Electronics,Karachi,1.8,138.0,1766.4,6364.2
1342,33.0,,94.18,5.0,Groceries,Lahore,4.9,278.0,2048.41,8020.16
1343,50.0,23622.43,23.56,4.0,Electronics,Lahore,4.5,150.0,230.23,239.39
1344,44.0,58006.06,58.42,1.0,,Lahore,2.8,78.0,2138.41,6672.97
1345,65.0,,44.09,6.0,Groceries,Karachi,3.7,215.0,1582.17,4920.01
1346,31.0,67622.97,67.16,7.0,Apparel,Lahore,4.6,174.0,1741.7,5336.24
1347,69.0,,50.89,11.0,Home,Karachi,,162.0,1957.41,7559.38
1348,66.0,61344.53,58.91,11.0,Beauty,Lahore,3.8,177.0,875.19,5207.38
1349,27.0,106407.85,104.77,2.0,Electronics,Faisalabad,4.7,365.0,1185.09,5059.02
1350,26.0,,58.97,4.0,Home,Lahore,3.0,86.0,1225.61,4448.57
1351,45.0,74103.43,73.26,7.0,Home,Karachi,3.7,110.0,1210.64,4923.2
1352,20.0,59890.07,60.76,5.0,Electronics,Lahore,3.7,226.0,1303.16,5028.29
1353,33.0,66665.69,66.91,0.0,Home,Lahore,3.5,18.0,1415.58,4448.62
1354,40.0,65132.37,69.08,12.0,Groceries,Lahore,3.3,58.0,2150.81,8261.43
1355,68.0,74863.13,70.44,10.0,Apparel,Lahore,3.8,226.0,1441.96,6016.73
1356,69.0,90636.77,91.58,7.0,Groceries,Lahore,3.7,203.0,2252.59,8262.07
1357,25.0,101242.67,101.26,4.0,Groceries,Karachi,2.8,261.0,2190.61,5787.19
1358,64.0,71811.64,73.44,12.0,Electronics,Karachi,4.4,45.0,2055.24,7551.2
1359,22.0,77970.03,79.4,0.0,Electronics,Lahore,2.8,341.0,13112.798014636955,3051.35
1360,56.0,39680.98,39.35,6.0,Electronics,Karachi,3.5,194.0,1586.87,5485.35
1361,61.0,63066.71,63.41,12.0,Apparel,Karachi,3.4,62.0,1699.93,7994.04
1362,64.0,85686.37,84.2,14.0,Groceries,Lahore,4.0,124.0,2983.4,10036.1
1363,29.0,84051.31,85.28,3.0,Electronics,Lahore,1.8,90.0,1484.87,5104.49
1364,64.0,69655.41,65.9,9.0,Apparel,Lahore,4.5,180.0,2050.24,7777.34
1365,24.0,84500.67,86.05,2.0,,Lahore,3.1,187.0,1746.15,3856.2
1366,44.0,75796.87,75.75,1.0,Groceries,Karachi,,173.0,1424.84,4052.38
1367,42.0,91406.74,90.43,5.0,Beauty,Faisalabad,3.3,184.0,2281.06,7658.33
1368,34.0,,70.9,13.0,Groceries,Faisalabad,3.7,363.0,1827.65,4915.19
1369,19.0,57174.64,56.86,10.0,,Faisalabad,5.0,383.0,478.71,2487.07
1370,58.0,72388.51,74.98,7.0,Electronics,Karachi,3.5,195.0,502.62,3911.12
1371,35.0,15000.0,21.47,4.0,Apparel,Lahore,4.8,385.0,968.97,3974.82
1372,52.0,73423.49,75.86,2.0,Beauty,Lahore,3.7,327.0,17467.82985077196,6435.11
1373,39.0,,13.87,4.0,Home,Lahore,4.1,327.0,1214.94,4493.11
1374,37.0,27083.81,28.34,2.0,Apparel,Lahore,3.8,90.0,614.66,2279.57
1375,64.0,74938.91,76.29,2.0,Apparel,Lahore,,175.0,1061.72,4148.01
1376,22.0,75505.65,73.66,10.0,Groceries,Karachi,3.1,140.0,1742.28,6358.23
1377,56.0,39426.57,36.9,1.0,Apparel,Lahore,2.8,38.0,833.1,2719.67
1378,56.0,49333.76,49.21,0.0,Home,Lahore,3.1,30.0,583.86,1447.09
1379,37.0,95151.9,96.77,8.0,Beauty,Islamabad,3.8,248.0,2882.47,10368.48
1380,31.0,54351.34,51.13,4.0,Groceries,Lahore,3.5,168.0,2142.83,7717.84
1381,18.0,114344.25,112.9,6.0,Electronics,Islamabad,4.3,330.0,2718.2,9942.87
1382,66.0,,66.1,2.0,Apparel,Lahore,4.9,267.0,1374.81,4060.12
1383,67.0,73976.8,74.06,3.0,Electronics,Karachi,2.8,34.0,1081.55,3130.62
1384,30.0,100571.24,103.4,6.0,Electronics,Lahore,3.0,335.0,2870.0,10102.29
1385,19.0,67882.6,65.06,10.0,Groceries,Karachi,2.4,198.0,1788.17,7084.38
1386,24.0,,47.65,6.0,Apparel,Lahore,5.0,226.0,983.3,4050.6
1387,21.0,,59.51,8.0,Electronics,Lahore,4.0,386.0,1764.19,5729.43
1388,61.0,,60.16,7.0,,Karachi,4.1,256.0,1330.05,5357.82
1389,64.0,34975.68,34.86,4.0,Electronics,Lahore,2.5,8.0,918.26,2377.18
1390,25.0,59371.69,57.1,4.0,,Lahore,3.7,70.0,770.45,3627.09
1391,56.0,48671.77,48.59,6.0,Apparel,Faisalabad,4.2,170.0,1648.27,6610.5
1392,27.0,85335.87,85.19,0.0,Electronics,Lahore,3.5,14.0,1664.95,6320.57
1393,37.0,65761.46,65.37,10.0,Electronics,Karachi,4.7,66.0,2178.75,8171.31
1394,49.0,58778.49,57.09,9.0,Apparel,Karachi,5.0,316.0,1455.12,4469.97
1395,55.0,62664.0,63.53,4.0,Groceries,Lahore,,57.0,1358.8,4781.5
1396,63.0,,69.27,5.0,Apparel,Karachi,2.8,66.0,1113.25,5943.96
1397,20.0,78569.91,80.78,4.0,Groceries,Lahore,2.9,201.0,2035.3,5779.06
1398,28.0,,42.65,9.0,Beauty,Islamabad,5.0,36.0,869.79,3907.19
1399,32.0,42085.07,40.16,11.0,Groceries,Lahore,4.6,102.0,1087.13,5919.5
1400,34.0,89302.94,85.93,1.0,Apparel,Lahore,3.6,375.0,1826.48,6102.94
1401,69.0,55928.59,55.58,6.0,Electronics,Lahore,3.7,252.0,1407.06,6961.06
1402,58.0,33829.47,31.29,0.0,Beauty,Faisalabad,3.0,385.0,50.0,-123.0
1403,34.0,,72.06,6.0,Beauty,Islamabad,4.5,141.0,1642.96,4963.23
1404,68.0,75194.14,76.25,3.0,Apparel,Faisalabad,3.4,246.0,1941.97,7036.17
1405,43.0,31324.26,27.77,5.0,Groceries,Karachi,3.5,95.0,675.15,1794.41
1406,44.0,70048.6,72.87,6.0,Electronics,Karachi,4.2,151.0,1551.08,5320.77
1407,40.0,81182.83,81.5,4.0,Home,Karachi,3.5,69.0,1848.62,5980.86
1408,25.0,73236.5,73.15,5.0,Apparel,Faisalabad,,333.0,1614.35,6347.03
1409,66.0,78903.59,76.83,11.0,Electronics,Karachi,3.7,73.0,1605.87,6945.13
1410,18.0,34106.08,35.63,12.0,,Lahore,4.4,81.0,1147.58,5375.66
1411,27.0,72282.88,72.28,0.0,Groceries,Karachi,,185.0,1843.29,5009.11
1412,29.0,58342.37,56.97,5.0,Home,Karachi,4.2,171.0,946.38,4671.38
1413,,54378.62,54.78,12.0,Apparel,Lahore,4.4,125.0,1417.78,9108.9
1414,24.0,,80.79,7.0,Apparel,Lahore,3.5,142.0,1410.39,5970.52
1415,18.0,97544.04,94.27,3.0,Apparel,Lahore,3.1,118.0,2447.43,7623.75
1416,53.0,104476.14,102.24,8.0,Groceries,Islamabad,4.3,365.0,2372.58,7137.92
1417,68.0,,94.62,2.0,Groceries,Lahore,3.9,232.0,1618.44,4775.37
1418,24.0,,62.58,0.0,Electronics,Islamabad,2.4,367.0,1288.62,3676.44
1419,33.0,,74.86,9.0,Home,Karachi,3.4,394.0,1333.76,4984.32
1420,44.0,81870.1,80.03,7.0,Groceries,Islamabad,3.6,260.0,1504.0,5615.84
1421,66.0,67665.91,68.82,11.0,Groceries,Lahore,3.2,330.0,1209.26,6772.22
1422,54.0,67876.81,67.65,5.0,Electronics,Faisalabad,5.0,44.0,1130.82,5253.55
1423,57.0,83122.57,81.24,12.0,Electronics,Karachi,4.1,379.0,2685.39,9217.63
1424,48.0,,64.47,6.0,Apparel,Lahore,4.9,192.0,1220.67,3622.01
1425,39.0,48955.69,48.82,11.0,Electronics,Lahore,3.9,285.0,16160.586457552168,7223.45
1426,28.0,55881.59,54.62,1.0,Electronics,Lahore,3.8,98.0,823.11,2727.35
1427,62.0,78946.03,79.03,1.0,Home,Lahore,2.9,38.0,1922.73,4365.08
1428,59.0,65065.85,64.81,11.0,Groceries,Islamabad,3.7,353.0,1330.88,6197.8
1429,19.0,72484.62,72.18,12.0,Groceries,Faisalabad,3.7,179.0,1945.38,8208.85
1430,55.0,,78.92,14.0,Groceries,Karachi,2.5,55.0,2175.98,6396.64
1431,22.0,56753.49,54.14,4.0,Home,Karachi,3.2,263.0,2226.19,6073.37
1432,56.0,,81.79,0.0,Groceries,Karachi,3.4,21.0,1884.92,5440.31
1433,60.0,73334.54,71.73,14.0,Home,Islamabad,4.1,180.0,1789.53,7894.78
1434,24.0,37834.11,35.79,9.0,Beauty,Islamabad,4.1,281.0,1390.7,4792.49
1435,40.0,96730.71,96.25,3.0,Apparel,Lahore,3.2,288.0,2909.88,8026.29
1436,24.0,53983.62,55.45,11.0,Groceries,Faisalabad,4.1,181.0,867.82,4941.12
1437,47.0,,28.96,13.0,Apparel,Lahore,3.5,147.0,754.77,3748.15
1438,66.0,,40.95,4.0,Groceries,Islamabad,1.1,335.0,905.42,3717.28
1439,22.0,,41.39,11.0,Groceries,Faisalabad,3.3,73.0,1123.9,3995.91
1440,38.0,66147.81,67.42,11.0,Groceries,Islamabad,4.7,29.0,1629.85,5304.24
1441,,58975.29,54.18,7.0,,Lahore,2.2,62.0,937.81,4588.49
1442,33.0,57589.7,59.18,9.0,,Karachi,3.8,320.0,2073.38,7311.36
1443,24.0,78633.44,74.89,4.0,Groceries,Lahore,5.0,187.0,1163.63,5033.37
1444,43.0,72477.26,69.65,13.0,Electronics,Islamabad,3.0,14.0,1889.46,6972.35
1445,44.0,71953.05,70.92,14.0,Groceries,Lahore,3.7,67.0,2417.39,8226.92
1446,52.0,,78.36,14.0,Apparel,Karachi,2.5,11.0,2028.25,8999.36
1447,34.0,,81.91,11.0,Beauty,Faisalabad,5.0,325.0,1619.34,5265.53
1448,67.0,,20.04,0.0,Electronics,Lahore,3.6,184.0,50.0,1312.42
1449,45.0,,57.7,5.0,Apparel,Lahore,3.7,27.0,1247.65,5495.35
1450,32.0,17035.38,13.31,6.0,Groceries,Karachi,4.9,88.0,277.9,2453.18
1451,67.0,65793.32,66.11,14.0,Electronics,Karachi,4.3,246.0,1957.96,7102.59
1452,66.0,64898.07,63.8,8.0,Electronics,Lahore,2.9,237.0,1057.38,3839.21
1453,43.0,88001.71,86.37,8.0,Electronics,Lahore,3.1,327.0,2405.25,7925.1
1454,19.0,91127.96,91.44,2.0,Electronics,Karachi,4.1,10.0,1948.78,5047.2
1455,49.0,69461.05,68.52,11.0,Groceries,Karachi,,27.0,1905.16,6338.16
1456,46.0,53992.06,55.73,5.0,,Karachi,1.8,14.0,1856.27,6446.38
1457,25.0,,71.8,1.0,Groceries,Lahore,3.7,157.0,1378.35,4872.09
1458,50.0,53385.81,53.54,14.0,Electronics,Karachi,2.4,290.0,1337.39,5137.67
1459,61.0,64969.36,63.21,2.0,Electronics,Lahore,5.0,265.0,1160.28,4391.29
1460,23.0,,85.88,0.0,Electronics,Lahore,3.9,84.0,1656.89,5372.62
1461,55.0,52729.03,53.34,1.0,Groceries,Islamabad,2.9,262.0,1058.19,4530.67
1462,,,80.49,6.0,Groceries,Lahore,3.1,262.0,1562.22,6088.11
1463,,79902.83,80.23,1.0,Groceries,Karachi,2.0,76.0,828.82,3867.94
1464,39.0,43994.58,43.57,12.0,Electronics,Faisalabad,2.7,299.0,1135.52,5460.41
1465,18.0,,85.1,7.0,Electronics,Karachi,,168.0,2152.44,8079.3
1466,68.0,80368.46,79.43,4.0,Beauty,Karachi,5.0,23.0,1821.87,4928.67
1467,,67242.37,66.93,0.0,Electronics,Lahore,4.4,156.0,1824.67,5136.7
1468,48.0,48228.88,46.69,7.0,Electronics,Lahore,3.6,307.0,2026.77,6568.03
1469,27.0,46097.47,46.11,2.0,Electronics,Lahore,3.3,278.0,1305.68,3830.17
1470,66.0,,52.62,14.0,Beauty,Islamabad,2.8,107.0,2176.44,8427.92
1471,56.0,76937.08,75.71,4.0,Apparel,Islamabad,,302.0,2005.45,6890.5
1472,59.0,43976.25,47.16,7.0,Apparel,Lahore,3.5,155.0,1843.48,6412.27
1473,40.0,74625.27,75.46,0.0,Beauty,Lahore,,184.0,2232.85,6186.82
1474,42.0,,36.92,1.0,Electronics,Lahore,5.0,34.0,1174.09,2873.45
1475,50.0,,60.8,3.0,Beauty,Karachi,,398.0,1612.76,5964.75
1476,58.0,67412.25,65.36,0.0,Electronics,Karachi,3.1,335.0,1266.15,4119.28
1477,62.0,118792.86,117.92,10.0,Apparel,Karachi,3.1,77.0,2759.32,8771.34
1478,18.0,34699.06,34.06,14.0,Groceries,Faisalabad,3.6,224.0,1118.85,5089.17
1479,52.0,97384.32,94.89,14.0,Groceries,Lahore,3.6,312.0,2756.19,8569.68
1480,23.0,68296.53,69.07,3.0,Beauty,Karachi,5.0,201.0,1197.79,4155.74
1481,32.0,74045.78,73.03,11.0,Electronics,Karachi,2.7,84.0,1844.47,6842.93
1482,61.0,67603.65,66.89,7.0,Beauty,Lahore,3.9,387.0,690.01,2991.49
1483,31.0,,73.65,0.0,Groceries,Faisalabad,,107.0,2184.92,7477.82
1484,59.0,61618.93,67.54,1.0,Apparel,Lahore,3.7,133.0,1184.19,2801.74
1485,42.0,96989.1,95.66,8.0,Beauty,Islamabad,3.8,148.0,2442.01,8840.03
1486,30.0,,50.82,6.0,Electronics,Islamabad,2.8,356.0,1922.27,8004.62
1487,35.0,89909.16,86.71,0.0,Beauty,Faisalabad,3.8,200.0,1918.3,6556.66
1488,45.0,50823.92,52.34,13.0,Apparel,Karachi,4.2,287.0,2114.22,7718.56
1489,,63674.46,66.35,10.0,Apparel,Lahore,4.0,360.0,1176.79,4171.46
1490,49.0,41416.82,40.05,7.0,Electronics,Islamabad,4.2,371.0,2067.29,5542.74
1491,66.0,75010.52,77.57,14.0,Groceries,Islamabad,5.0,342.0,2495.05,8758.49
1492,63.0,96792.77,98.28,14.0,Apparel,Karachi,4.5,363.0,2579.54,8967.18
1493,57.0,,62.92,14.0,Groceries,Islamabad,3.8,379.0,2395.99,8147.32
1494,49.0,60668.51,60.15,3.0,,Lahore,2.6,396.0,865.92,2960.43
1495,33.0,40478.43,40.84,13.0,Electronics,Karachi,3.2,257.0,1214.12,5308.29
1496,39.0,,61.71,7.0,Home,Islamabad,3.5,52.0,2056.81,7179.75
1497,24.0,29958.53,30.75,10.0,Electronics,Lahore,3.9,45.0,252.35,1440.22
1498,37.0,44916.68,43.56,12.0,Apparel,Karachi,3.3,318.0,1602.52,5709.67
1499,66.0,69989.29,69.64,2.0,Beauty,Faisalabad,2.9,126.0,1692.66,5103.81
1500,40.0,94018.29,97.98,6.0,,Islamabad,2.6,321.0,2908.06,8953.94
1501,23.0,,127.31,1.0,Electronics,Islamabad,,373.0,1942.87,7744.34
1502,51.0,52095.13,53.83,4.0,Apparel,Lahore,3.5,257.0,1845.76,5921.15
1503,68.0,96576.6,97.66,6.0,,Faisalabad,2.4,305.0,1947.74,5444.24
1504,63.0,70362.55,70.91,12.0,Apparel,Lahore,,111.0,1708.45,7109.3
1505,32.0,61672.55,61.89,12.0,Apparel,Karachi,3.3,173.0,1224.65,5914.88
1506,41.0,,76.31,5.0,Apparel,Karachi,2.5,386.0,1255.2,4533.07
1507,45.0,66362.16,67.8,4.0,Groceries,Islamabad,4.0,326.0,1648.65,4414.53
1508,30.0,,67.96,7.0,Apparel,Faisalabad,,81.0,1183.64,6089.83
1509,31.0,56016.67,54.63,13.0,,Islamabad,3.2,374.0,1936.45,6495.38
1510,30.0,34241.59,35.01,14.0,Electronics,Karachi,,199.0,979.65,5420.16
1511,69.0,,30.91,3.0,Apparel,Karachi,4.2,337.0,255.59,1559.42
1512,56.0,,78.75,2.0,Home,Karachi,3.1,208.0,1456.3,5215.11
1513,61.0,58912.6,64.27,10.0,Apparel,Karachi,3.0,241.0,1712.93,7736.94
1514,60.0,51886.04,48.81,4.0,Groceries,Lahore,4.8,64.0,1086.78,4285.12
1515,67.0,65187.12,67.1,2.0,Groceries,Karachi,4.5,135.0,1397.43,3998.51
1516,23.0,,80.76,0.0,Electronics,Islamabad,4.2,289.0,1928.25,6530.3
1517,63.0,68968.01,69.23,6.0,Electronics,Islamabad,,336.0,2052.33,6215.63
1518,21.0,50566.79,55.7,5.0,Electronics,Islamabad,1.9,35.0,1087.3,4104.76
1519,42.0,91978.45,90.05,8.0,Beauty,Lahore,4.9,30.0,1741.88,5440.02
1520,48.0,,98.29,3.0,Electronics,Karachi,4.1,277.0,2145.28,5984.0
1521,36.0,75880.25,75.85,10.0,Home,Lahore,4.6,178.0,2105.86,7564.56
1522,25.0,,84.73,10.0,Electronics,Lahore,4.0,339.0,1544.12,6518.98
1523,27.0,92323.12,94.09,6.0,Groceries,Karachi,3.7,27.0,1730.22,4786.87
1524,60.0,89862.18,88.79,2.0,Groceries,Lahore,3.5,139.0,1589.57,5570.38
1525,34.0,78510.18,79.82,7.0,Groceries,Lahore,4.0,14.0,1767.07,5597.23
1526,34.0,78163.64,75.51,10.0,Home,Karachi,3.4,283.0,1658.86,7452.54
1527,66.0,76432.53,72.82,5.0,Beauty,Karachi,4.5,343.0,2011.47,6261.43
1528,25.0,40858.57,40.4,3.0,Home,Karachi,2.3,62.0,295.12,697.49
1529,65.0,80415.91,77.28,7.0,Electronics,Lahore,3.2,129.0,1256.43,5055.88
1530,65.0,35172.09,38.21,5.0,Home,Karachi,5.0,338.0,769.89,2293.46
1531,49.0,47518.81,44.46,6.0,Electronics,Karachi,3.1,16.0,1120.12,5190.64
1532,26.0,93678.43,91.6,5.0,Beauty,Karachi,3.5,380.0,1491.71,5416.48
1533,26.0,83484.84,84.31,4.0,Groceries,Karachi,2.9,354.0,1587.0,5281.01
1534,32.0,97722.76,96.55,10.0,Groceries,Lahore,4.0,61.0,2194.04,8435.77
1535,48.0,59023.16,55.99,6.0,Electronics,Faisalabad,3.0,55.0,13713.6884262927,3844.12
1536,25.0,,43.73,6.0,Electronics,Lahore,3.5,276.0,1093.76,2999.58
1537,41.0,59710.38,57.71,9.0,Electronics,Karachi,4.5,4.0,1289.58,5497.74
1538,24.0,,66.85,5.0,Beauty,Lahore,3.1,202.0,2136.03,5882.79
1539,46.0,,66.32,1.0,Home,Karachi,4.4,26.0,1570.04,3862.47
1540,19.0,,91.36,12.0,Beauty,Lahore,4.4,212.0,1955.97,8258.74
1541,54.0,57052.05,57.98,0.0,Electronics,Islamabad,4.6,140.0,1178.85,3937.7
1542,20.0,,71.09,8.0,,Lahore,3.8,282.0,1824.5,5485.63
1543,28.0,43250.2,42.6,3.0,Groceries,Karachi,,352.0,1470.89,4064.42
1544,27.0,,74.45,3.0,Groceries,Lahore,4.6,195.0,1377.99,3921.06
1545,61.0,65068.39,66.57,0.0,Groceries,Lahore,4.0,256.0,1608.3,6092.49
1546,20.0,48504.11,46.17,13.0,Groceries,Karachi,2.9,240.0,1506.82,6926.9
1547,40.0,,63.85,6.0,Apparel,Karachi,3.6,393.0,2032.86,6243.59
1548,48.0,60948.13,59.43,5.0,Electronics,Karachi,5.0,92.0,1935.32,6658.74
1549,44.0,59056.59,59.04,11.0,Groceries,Faisalabad,5.0,95.0,1699.92,5405.42
1550,53.0,103969.51,101.65,0.0,Apparel,Islamabad,5.0,151.0,1974.48,5437.78
1551,59.0,62834.19,60.24,8.0,Electronics,Faisalabad,4.4,294.0,1779.33,6360.56
1552,38.0,59634.29,57.89,7.0,Beauty,Lahore,,346.0,1400.51,5509.4
1553,,,16.92,8.0,Groceries,Islamabad,4.1,111.0,16137.637026441767,4733.69
1554,34.0,45327.44,44.5,1.0,Home,Karachi,2.6,43.0,977.94,3246.54
1555,69.0,59212.38,57.25,14.0,Apparel,Karachi,2.4,243.0,1581.99,6709.77
1556,44.0,49911.24,51.3,3.0,Apparel,Faisalabad,3.9,239.0,934.38,3154.2
1557,56.0,,93.83,10.0,Apparel,Karachi,4.2,149.0,1822.74,6773.91
1558,63.0,61371.37,59.58,11.0,Home,Islamabad,4.5,73.0,1890.05,6647.83
1559,59.0,93345.77,92.56,5.0,Apparel,Islamabad,,339.0,1738.91,6216.28
1560,62.0,,68.34,1.0,Groceries,Lahore,4.2,338.0,1806.41,5658.25
1561,45.0,65819.01,66.25,4.0,Electronics,Karachi,,299.0,959.21,3814.9
1562,20.0,63046.48,62.85,12.0,Apparel,Karachi,3.6,231.0,1791.83,5967.16
1563,43.0,,62.22,13.0,Electronics,Faisalabad,2.3,104.0,2281.76,7506.09
1564,27.0,102813.49,100.53,14.0,Electronics,Islamabad,1.9,161.0,1755.37,7835.67
1565,64.0,,12.44,3.0,Electronics,Lahore,4.4,27.0,1227.31,4845.61
1566,30.0,20965.99,23.58,9.0,Groceries,Lahore,3.0,99.0,609.21,3204.62
1567,29.0,53050.24,54.11,2.0,Electronics,Lahore,4.5,180.0,1197.44,3494.77
1568,30.0,65319.61,63.6,10.0,Apparel,Karachi,4.7,174.0,1934.97,7170.09
1569,,,79.05,6.0,Home,Lahore,3.1,32.0,2134.1,6127.62
1570,47.0,75407.92,73.76,10.0,Home,Islamabad,4.2,383.0,2017.71,8345.51
1571,67.0,56546.59,54.77,10.0,Groceries,Karachi,3.1,107.0,1929.89,7039.47
1572,39.0,87418.96,88.34,14.0,Groceries,Islamabad,,203.0,2516.01,8728.65
1573,32.0,87664.3,87.09,7.0,Apparel,Lahore,3.8,186.0,2737.64,8637.31
1574,20.0,69049.27,73.21,5.0,Groceries,Karachi,3.3,187.0,1789.92,5493.66
1575,18.0,86178.47,88.68,7.0,Apparel,Lahore,3.3,338.0,2789.42,9934.67
1576,37.0,,73.62,2.0,Electronics,Islamabad,5.0,298.0,1860.4,5499.19
1577,66.0,52647.37,53.99,1.0,Beauty,Lahore,,347.0,370.65,1727.39
1578,45.0,80351.97,79.51,7.0,Electronics,Lahore,,151.0,2931.48,9641.2
1579,64.0,67433.49,68.63,12.0,Home,Lahore,,106.0,1598.93,5879.05
1580,23.0,65029.48,64.33,7.0,Apparel,Islamabad,4.5,170.0,2178.81,7302.29
1581,22.0,,100.67,11.0,Electronics,Lahore,4.0,224.0,2398.82,8840.65
1582,61.0,15000.0,15.81,2.0,Apparel,Karachi,,134.0,804.44,1217.84
1583,23.0,33810.95,34.34,6.0,Electronics,Islamabad,2.8,184.0,640.83,3042.34
1584,20.0,38884.45,39.14,9.0,Home,Islamabad,3.0,60.0,1387.99,5172.21
1585,39.0,57008.27,60.49,5.0,Apparel,Lahore,4.5,233.0,1238.89,4521.28
1586,66.0,59398.62,56.53,0.0,Electronics,Lahore,,285.0,1819.57,5171.41
1587,53.0,31838.84,35.52,1.0,Electronics,Karachi,4.1,210.0,852.24,2806.32
1588,23.0,,42.95,13.0,Home,Lahore,2.9,349.0,1760.91,7855.41
1589,61.0,,43.25,9.0,Groceries,Karachi,4.0,398.0,415.6,1906.01
1590,61.0,119063.33,117.56,3.0,Home,Lahore,5.0,362.0,2467.04,7534.51
1591,59.0,,101.34,3.0,Home,Karachi,3.8,37.0,2376.99,7972.15
1592,64.0,55941.51,57.25,0.0,Apparel,Lahore,5.0,352.0,1208.28,3964.86
1593,30.0,57001.17,54.92,14.0,,Karachi,,133.0,2084.49,8248.76
1594,,39717.51,40.05,1.0,Apparel,Lahore,3.7,180.0,687.99,4470.01
1595,34.0,23021.13,25.29,11.0,Beauty,Karachi,,164.0,919.94,4671.37
1596,59.0,,61.08,3.0,Electronics,Lahore,,113.0,1841.06,6581.69
1597,48.0,43047.26,42.51,5.0,Groceries,Faisalabad,3.0,350.0,149.47,1308.49
1598,58.0,,60.53,4.0,Electronics,Karachi,3.0,255.0,1658.41,4583.03
1599,50.0,,29.02,12.0,Groceries,Lahore,4.6,386.0,942.36,4202.4
1600,51.0,48236.56,53.38,0.0,Apparel,Lahore,4.8,381.0,599.8,2551.43
1601,50.0,68269.8,69.83,5.0,Groceries,Lahore,5.0,167.0,1700.01,6008.19
